p_id,p_name,p_id_shop,p_shop_name,p_brand,p_categories,p_day_created,p_sold_quantity,p_original_price,p_current_price,p_discount_rate
116966601,HỘP 10 ĐÔI ĐŨA INOX 304 - CAO CẤP - SANG TRỌNG - NGUYÊN KHỐI INOX 304,151652.0,Jodily StarHome HP,Jodily StarHome,"Đũa, muỗng, nĩa",513.0,349,275000,228000,17
106281034,Bình nước thủy tinh Luminarc Quadro 1.7L -LUQUG2668,189048.0,Luminarc Official Store,Luminarc,"Bình, ly uống trà và phụ kiện",567.0,267,186000,105000,44
121367420,"Gối ngồi lót mông y tế chống trĩ, đau xương cụt, ê mỏi mông cho dân văn phòng, lái xe, thu ngân, sinh viên...Chính hãng Ema - Hàng nhập khẩu",18299.0,Gối nêm Hi-Sleep Store,Ema,Gối các loại,485.0,540,650000,325000,50
125658476,"Bình Giữ Nhiệt Kim Cương 1500Ml Inox 304- YOGA QG- Chống Rỉ Set, Nắp Đậy Chặt, Giữ Nhiệt Nóng Lạnh Tốt 6- 8h, Quai Đeo Chắc Chắn, Thiết Kế Sang Trọng, Màu Sắc Thanh Lịch, Tiện Lợi, Pha Lọc Trà, Hàng Chính Hãng",205461.0,Học Viện Yoga Quốc Gia,YOGA QG,Bình giữ nhiệt,467.0,491,186000,186000,0
53119459,Chảo inox 304 Westfalia (Đức),90431.0,Tentum,Westfalia,Chảo các loại,985.0,528,600000,600000,0
72226853,"Đèn Bàn Học Đọc Sách Chống Cận, Đèn Bàn Làm Việc, Đèn Ngủ Sang Trọng (Học Sinh, Sinh Viên, Văn Phòng) Cao Cấp Kẹp Bàn – 03 Mức Độ Ánh Sáng Vàng Bảo Vệ Mắt Chống Cận - Hàng Chính Hãng - VinBuy",109746.0,VinBuy,VinBuy,Nhà Cửa - Đời Sống,792.0,154,200000,130700,35
9805349,"Ổ cắm Điện Quang ECO ĐQ ESK 5WR 8ECO (8 Lỗ, dây dài 5m, màu trắng đỏ)",17490.0,Điện Quang Official Store,Điện Quang,"Ổ cắm, ổn áp, biến áp",1460.0,522,217100,152000,30
120170899,"Kéo cắt gà đa năng SK5 Nhật siêu cứng - Kéo Nhật nội địa cắt giấy, vải chuyên dụng GD016",16725.0,Sứa Closet,OEM,Kéo các loại,496.0,77,49000,35000,29
73608154,ĐỒNG HỒ TREO TƯỜNG TRÒN KIM TRÔI SIZE LỚN ĐƯỜNG KÍNH 30CM,267338.0,Máy Photocopy Hoàng Nguyên,OEM,Đồng hồ treo tường,758.0,18,125000,125000,0
20484673,Nắp ngồi rơi êm cao cấp thay thế cho các loại bồn cầu INAX thân dài 504-702-700-710-808-900,15938.0,Thiết bị vệ sinh VN,SUNZIN,Nhà Cửa - Đời Sống,1295.0,758,295000,295000,0
169757734,"Đầu nối vòi nước, đầu vòi rửa bát chén tăng áp đa năng thông minh xoay 360 720 độ bồn rửa mặt inox",264288.0,Trà Đá,OEM,Root,295.0,38,49998,48380,3
130410828,Chăn Ngủ Văn Phòng Chăn Du Lịch Giữ Ấm Màu Trơn Cho Nam Cao Cấp - Kích  Thước(160cm * 120cm)- Hàng Chính Hãng MINIIN,134678.0,Smarthome29,MINIIN,"Chăn, mền và phụ kiện",446.0,84,120000,118200,2
204207230,"Nhang nụ trầm hương đốt xông nhà tẩy uế HÀ XÁ đồ thờ cúng phong thủy, xua đuổi vận xui, thu hút nguồn năng lượng tích cực, thanh lọc không khí, an toàn cho sức khỏe",146857.0,Trầm Hương HÀ XÁ,Trầm Hương Hà Xá,Nhà Cửa - Đời Sống,62.0,269,198000,99000,50
137175886,"1KG Túi zip giấy đáy đứng - Túi giấy đựng thực phẩm, túi zip zipper giấy kraft, craft đựng bánh kẹo",238816.0,Shop túi zip thực phẩm,OEM,Root,426.0,128,120000,120000,0
185798331,"Máy chà nhà vệ sinh Jesopb K129 phiên bản 5 in 1, chổi cọ bồn cầu đa năngm lau chùi bề mặt không dây, Pin 4000mAh, Tốc Độ Cao 320 Vòng/Phút, hàng chính hãng",179711.0,ĐIỆN MÁY HTG,Jesopb,"Bàn chải, dụng cụ thông tắc, cọ rửa",205.0,41,735000,735000,0
147694768,găng tay làm bếp nấu ăn siêu dai Victoria Bay chất liệu TPE không mùi chống nhăn hộp 100 cái size M,12619.0,CATAN shop,OEM,Root,391.0,15,21999,21999,0
197822149,"Tựa lưng công thái học EMA cho ghế văn phòng, ô tô - Chuẩn công thái học, thoái mái & thoáng mát",18299.0,Gối nêm Hi-Sleep Store,Ema,"Nội thất phòng học, làm việc khác",109.0,255,860000,430000,50
184915910,"Chậu Gội Đầu Tại Nhà, Tại Giường Cho Người Già, Người Bệnh, Trẻ Em",108828.0,Tiện ích 1708,PEAFLO,"Xô, thau, chậu",212.0,90,150000,103400,31
104681217,Bông lau cho cây lau nhà sợi fbier tự vắt phẳng và cây lau nhà tự vắt phun sương MyJae Đài Loan,190794.0,MyJae Flagship Store,MyJae,Khăn,573.0,301,99000,27000,73
186692944,Bộ 6 Đĩa Chấm Thuỷ Tinh Luminarc Diwali 11cm - LUDIN3977,189048.0,Luminarc Official Store,Luminarc,"Tô, chén, dĩa",198.0,197,203000,117000,42
75517080,GỐI NGỦ VĂN PHÒNG ĐA NĂNG TỰA LƯNG HÌNH THÚ - KHỦNG LONG- GỐI NGỦ,146536.0,Phan Nguyễn Office,OEM,Gối các loại,729.0,129,119000,119000,0
173671887,"Phân Bón Hữu Cơ Hoa Hồng Phân Bón Hoa Hồng, Cây Cảnh GREEN FARM Gói 1kg",212248.0,HeLiCorp,OEM,Phân bón,275.0,172,42050,23127,45
80666842,Bộ 4 miếng đệm cao su lót chân máy giặt chống rung chống ồn,76796.0,Vietstore24h,OEM,Phụ kiện giặt ủi khác,667.0,6,16080,16080,0
145495739,Nhang nụ Dương Minh 100% thành phần tự nhiên nụ trầm nụ quế nụ bồ kết - nụ khói tỏa ngược hương nhang sạch an toàn cho sức khỏe,245287.0,Nhang sạch Dương Minh,Dương Minh Since 1984,"Hương, nhang",398.0,114,150000,110000,27
105892083,"Rèm Cửa Dán Tường, màn cửa sổ chống nắng may sẵn treo phòng ngủ, giường tầng, dán bếp",42815.0,Marytexco - Home and Living Decor,OEM,"Rèm, màn cửa",569.0,24,149000,149000,0
199171217,"Đèn LED Chữ Merry Christmas Treo Cây Thông, Trang Trí Giáng Sinh, Noel - Chính Hãng NAVIVU",17480.0,Ghế Nam Việt,NAVIVU,Đèn khác,93.0,38,149000,149000,0
184245786,"Túi đựng hộp cơm giữ nhiệt, túi đựng đồ ăn trưa văn phòng có lớp lót nhôm giữ nhiệt dày dặn, kích thước lớn tiện lợi",160959.0,Bột Mì House,OEM,Phụ kiện nhà bếp khác,218.0,85,92000,86000,7
115767168,Gối Tựa Lưng Gối Trang Trí Sofa Hình Mèo Neko May Mắn Siêu Dễ Thương,35488.0,Aquaria,OEM,Gối các loại,525.0,58,498000,259000,48
1325511,Combo 5 Cặp Nút Tai Chống Ồn 3M 1110 - Cam,935.0,Bảo Hộ Lao Động Achison,3M,Nhà Cửa - Đời Sống,1818.0,637,58000,58000,0
178316055,Bịch 100 túi bao trái (quả) - túi vải không dệt,18516.0,Nông Nghiệp Phố,OEM,Dụng cụ làm vườn khác,244.0,49,66000,66000,0
73314056,Lọ xay tiêu tay vặn HOBBY HOME DECOR XT - lọ thủy tinh và cối sứ viền Inox 304 không rỉ,20023.0,Hobby Home Decor,Hobby Home Decor,"Dụng cụ xay, giã",769.0,528,99000,65000,34
125604026,Dây Treo Trang Trí Noel Dài 3m,223658.0,Giáo Cụ Dạy Học Shop,OEM,Root,464.0,65,25000,25000,0
114105978,Keo Vá Tường Chống Thấm LKB 250gr - Trám Trét Vết Nứt Khe Hở Tường - Chống Mốc Ẩm Làm Sạch Tường - Mifan Hàng Chính Hãng,76621.0,Mifan Official Store,LKB,Nhà Cửa - Đời Sống,533.0,393,35000,29000,17
160310658,"Tạp dề chống thấm giá rẻ, giao màu, họa tiết ngẫu nhiên - Hàng chính hãng",134154.0,Funu Home,FuNu,Phụ kiện nhà bếp khác,348.0,1089,19000,19000,0
197676301,Tủ nhựa cao cấp TABI Vân gỗ,238272.0,PHÚ MỸ furniture,Duy Tân,Root,111.0,295,1250000,1085000,13
201050752,Bình Giữ Nhiệt Nóng Lạnh Vusign Inox 316 350ml Cao Cấp Cách Nhiệt Deli - Phù Hợp Cà Phê Trà Nước Ép Sinh Tố Đá Du Lịch Đi Học Tập Bình Nước Thể Thao Gym Yoga - LL606,113115.0,Deli Official Store,Deli,Bình giữ nhiệt,82.0,56,466200,159000,66
198028980,Máy Rửa Xe Chuyên Dụng Pin 10 Cell Siêu Trâu - Máy Xịt Rửa Tăng Áp 199V Chuẩn Động Cơ Lõi Đồng Siêu Khỏe Hàng Mới,286730.0,TỔNG KHO HÀNG MINH KHOA,OEM,Máy xịt rửa,107.0,1,690000,690000,0
149573787,Thùng rác thông minh cảm ứng tự động M&L-FH-2 phong cách Hàn Quốc,250596.0,ML Official Store,M&L,"Thùng rác, đồ hốt rác",384.0,466,527000,339000,36
164479566,"Ghế chỉnh dáng ngồi đúng - Roichen Hàn Quốc (Made in Korea). Dùng cho Nam, Nữ, Trẻ em. Hàng chính hãng",101716.0,GIA DỤNG TIỆN ÍCH MINH NGỌC,Roichen,Nhà Cửa - Đời Sống,310.0,946,898000,808000,10
70083074,"Ghế xếp thư giãn SUMIKA 199 - có lăn tay massage, khung vuông cao cấp, tải trọng 300kg",1764.0,PGN Professional Equips & Cleaning,Sumika,Nhà Cửa - Đời Sống,810.0,1206,1580000,1135000,28
202611094,Bộ 2 hộp Thủy Tinh Chịu Nhiệt Lock&Lock LCB425 + LCB425C,1.0,Tiki Trading,LocknLock,Hộp đựng thực phẩm,71.0,33,387000,179000,54
162210732,"Bộ Tua Vít Deli Cao Cấp 30 Chi Tiết Đa Năng Vặn Ốc Vít, Bu Lông - Phù Hợp Sửa Chữa Vật Dụng, Xe Máy - DL1130",47548.0,Nhà sách Chi An,Deli,"Máy vặn vít, tua vít",323.0,0,268000,268000,0
135350935,Set mỏ hàn thiếc mini  220V 60W với 5 mũi hàn +thiếc + nhựa thông tiện dụng,236529.0,Cá Mập Trắng,EOM,Máy hàn,433.0,84,99000,99000,0
142214410,Ổ Cắm Điện Đa Năng Thông Minh Phích Cắm Chuyển Đổi Với 2 Cổng USB Bugu HHT202 Tặng Hộp Đựng - Hàng Chính Hãng,160736.0,Love Me,Bugu,"Ổ cắm, ổn áp, biến áp",408.0,188,255000,242250,5
114738040,Tấm chia ngăn tủ ️Không cần khoan bắt vít - Thép chống rỉ sơn tĩnh điện - Mặt nhựa ABS cao cấp,245840.0,Đồ Gia Dụng Gia Đình Thông Minh,OEM,Root,531.0,81,90000,90000,0
175091479,Giấy bạc kháng khuẩn Nhật Bản 25cm x 10m chịu nhiệt tốt nướng thực phẩm,190794.0,MyJae Flagship Store,MyJae,"Màng nhôm, giấy bạc bọc thực phẩm",261.0,82,130000,59000,55
147100752,"Dụng cụ bơm hút rượu, xăng dầu chất lỏng bóp tay , hút chất lỏng bóp tay",294631.0,Bách Hóa 247 online,OEM,Phụ kiện nhà bếp khác,393.0,0,56000,56000,0
162122783,Bộ 6 Đĩa Sâu Thuỷ Tinh Luminarc Diwali Lines 20cm - LUDIQ1662,189048.0,Luminarc Official Store,Luminarc,"Tô, chén, dĩa",324.0,103,338000,237000,30
163580111,Bọ xiphong ống thoát chậu rửa chén siêu to,57051.0,thiết bị vệ sinh cao cấp Moonoah,	OEM,"Chậu, vòi rửa chén bát",319.0,325,580000,452400,22
162116332,Bộ 6 Tô Thuỷ Tinh Luminarc Diwali Lines 18cm - LUDIQ1672,189048.0,Luminarc Official Store,Luminarc,"Tô, chén, dĩa",324.0,53,600000,420000,30
199254482,"Đèn pin cầm tay siêu sáng chiếu xa 500m có Zoom xa gần, chip Led XHP50 tâm tròn, pin trấu, 7 chế độ sáng, chống nước IPX6",8999.0,Rẻ cùng bạn,OEM,Đèn pin,93.0,33,149000,146700,2
10647257,Ổ cắm Điện Quang ĐQ ESK 2B.SM750SL (5 lỗ 3 chấu dây 2 mét màu Đen Trắng Đỏ),17490.0,Điện Quang Official Store,Điện Quang,"Ổ cắm, ổn áp, biến áp",1419.0,314,243100,170000,30
193894899,phôi nấm bào ngư xám,211857.0,81farm,81 FARM,Hạt giống,149.0,166,15000,13700,9
207379266,"[Nguồn 220V] Đèn Led Đom Đóm Hạt Gạo Chống Nước Trang Trí Ngoài Trời, 8 Chế Độ Nháy",17480.0,Ghế Nam Việt,NAVIVU,Đèn khác,38.0,19,109000,109000,0
173433806,"Móc treo phơi quần áo em bé, khăn tay, tất vớ, đồ lót - Móc treo quần áo - Móc Inox treo đồ 10/20 Kẹp",170061.0,Bảo Hân Store 68,OEM,"Móc treo, kẹp quần áo",278.0,265,34000,34000,0
69193092,Bộ vòi xịt tăng áp lực rửa chén HOBBY VSTADAY có dây nối dài và khớp nối xoay - 3 chế độ phun cực mạnh,20023.0,Hobby Home Decor,Hobby Home Decor,Nhà Cửa - Đời Sống,819.0,433,119000,79000,34
54758744,"combo 5 keo bẫy  chuột siêu dính cao cấp , dùng được nhiều lần ",5697.0,Huy Tưởng Tphcm,OEM,Dụng cụ diệt côn trùng khác,965.0,1467,42000,25200,40
187184291,Băng Dính Silicol 2 Mặt Siêu Dính Siêu Tiện Lợi Ứng Dụng Vào Mọi Công Việc Vị Trí Trong Gia Đình,151652.0,Jodily StarHome HP,Jodily StarHome,Khác,197.0,74,35000,29000,17
188997797,Đầu Bàn ChảI Điện Oral B Braun - Người Lớn - Set 2-3-4-5-6 (không tách lẻ) - Hàng chuẩn Úc - Sản xuất tại Đức,293680.0,ANNY AUS STORE,OEM,"Bàn chải, dụng cụ thông tắc, cọ rửa",188.0,119,80000,80000,0
134232221,Đồng Hồ Điện Tử LED; Điều Khiển Giọng Nói; Báo Thức Kèm Nhiệt Độ - Hàng Nhập Khẩu,148768.0,Nụ Cười,iKiU,Đồng hồ để bàn,436.0,297,150000,150000,0
211905446,Đồ bộ siêu nhân kèm mặt nạ N,320802.0,Thế giới đồ chơi 99,OEM,Root,15.0,0,100000,100000,0
21229521,Hộp đựng giấy vệ sinh gắn tường cỡ lớn 26cm,9463.0,Giá rẻ mỗi ngày,OEM,Kệ nhà tắm,1283.0,431,119000,116600,2
152915395,Keo Dán Tường Đa Năng - Trám Vết Nứt Tường Thông Minh- LOẠI 1 - HÀNG CHÍNH HÃNG,134678.0,Smarthome29,MINIIN,Khác,376.0,169,32000,32000,0
17635804,Keo Liền Sẹo - Keo Liền Da Cây Mỹ Tiến 100gr,248161.0,TRUONGNGUYETLOC,OEM,Phân bón,1315.0,3,24000,24000,0
121602582,"Bình xịt chống thấm tường, Keo chống dột xịt chống thấm nhà, mái tôn, bể nước 720ml Waterproof",298269.0,ThuyDungShop2002,OEM,Root,484.0,3,88000,88000,0
10914085,Ổ cắm Điện Quang ĐQ 001A-02-2M (2 lỗ dây 2 mét),17490.0,Điện Quang Official Store,Điện Quang,"Ổ cắm, ổn áp, biến áp",1407.0,363,99800,85000,15
117048535,"Giấy lọc cà phê HARIO V60 100 tờ (size 02, màu tự nhiên) - V60 Paper Filter 02 M 100 sheets VCF-02-100M",108769.0,Hario Official Store,Hario,"Bình, ly uống cà phê và phụ kiện",515.0,354,109000,99000,9
207206135,"Tiền 0 Euro kỷ niệm World Cup 2022 Qatar được săn lùng, BÃO GIÁ",232469.0,Quà Tặng Tết PASA,PASACOLLECTION,Vật phẩm phong thủy khác,41.0,16,89000,86300,3
208527249,"Bộ Van Ngăn Mùi Hôi Cống Kèm Nắp Nhựa, Phụ Kiện Phễu Cao Su Silicon Lắp Thoát Sàn Nhà Tắm Phòng Vệ Sinh Chống Côn Trùng",317828.0,Sun Group,OEM,Root,26.0,15,38000,35100,8
89227279,"Giấy bạc dán tường nhà bếp chống thấm dầu, thấm nước tiện dụng, cách nhiệt",2684.0,HKT Home Shopping,ZOOYOO,Decal & giấy dán tường,638.0,664,69000,37800,45
176435276,Vòi Xịt Vệ Sinh Bồn Cầu Toilet Trong Nhà Tắm Tăng Áp Pimisi Chịu Áp Lực Nước - Mạ Xi Inox Sáng Bóng Từ Tay Xịt Và Dây Mềm Cao Cấp | Hàng Chính Hãng,127298.0,Pimisi,Pimisi,Vòi nước các loại,258.0,86,250000,157000,37
69248810,Kệ chân đế máy giặt tủ lạnh inox cao cấp 48-60cm,197704.0,Lộc Minh Phát,OEM,Kệ nhà bếp,819.0,0,172000,172000,0
199144803,"Bộ Dây đèn led đuổi ARGB 16 triệu màu, cảm biến âm thanh trực tiếp, điều khiển bằng điện thoại, led IP65 cao cấp",277227.0,Tấn Phát Store,OEM,Nhà Cửa - Đời Sống,94.0,13,279965,279965,0
39317473,Hộp 60 Viên Pin AAA Panasonic NEO ( Pin Đũa ) - Hàng Chính Hãng,71726.0,Thegioipin88,Panasonic,"Pin tiểu, pin sạc",1156.0,756,220000,210000,5
130978265,"Ổ cắm Xoay 90° Điện Quang ĐQ ESK RT 6GW (6 lỗ, màu xanh lá trắng)",51365.0,ABMA VIỆT NAM,Điện Quang,Nhà Cửa - Đời Sống,443.0,0,78000,78000,0
134351529,"Đũa Gỗ Dùng 1 Lần KETILO Cao Cấp, Thân Thiện Với Môi Trường, Không Hóa Chất Độc Hại, An Toàn Sức Khỏe Người Dùng(Giao Ngẫu Nhiên) - CHÍNH HÃNG ĐG001",189298.0,KETI LO,KETILO,"Đũa, muỗng, nĩa",435.0,536,33000,33000,0
197746067,"Đèn Pin Mini Siêu Sáng S2 Công Suất 10W Kèm Hộp Full Box Chống Nước, Chịu Được Va Đập Lớn, Kèm Sạc Dự Phòng",173280.0,Tấn Phát HCM,OEM,Đèn pin,110.0,1,113000,113000,0
66090300,Bộ 20 dụng cụ kẹp giữ dây điện gọn gàng,6351.0,Siêu Thị Linh Kiện,OEM,Nhà Cửa - Đời Sống,852.0,430,12999,12999,0
134566349,"Dép Đi Trong Nhà, Dép Đi trong Nhà Tắm, Chất liệu Cao su non cao cấp siêu mềm êm chân",234433.0,Gia Dụng Xinh Xinh Shop,OEM,Root,435.0,53,49000,49000,0
208099383,"Hộp Đựng Giày Nhựa Cứng Cao Cấp Size Lớn, Hộp Để Giày Cửa Nam Châm Lắp Ráp Tiện Lợi ( Loại Xịn )",316139.0,Smarthome24h,OEM,Tủ,31.0,74,65900,65900,0
73983602,"Dây Treo Đèn LED 3D Hình Cây Thông, Chuông Trang Trí Giáng Sinh, Noel, Năm Mới",17480.0,Ghế Nam Việt,OEM,Đèn khác,754.0,190,85000,85000,0
115334461,"Combo 2 Lõi cây lăn bụi ,Lông Động Vật, Sợi Vải, Đồ Da, Chăn Nệm, Ghế Salon",53713.0,linhkien1984,OEM,Cây lăn bụi,527.0,0,13200,13200,0
161225352,"Miếng dán đỡ kệ gỗ, chia ngăn tủ, không cần đóng đinh",152674.0,nhaxinhxinh,OEM,"Giá, móc, cây treo",330.0,15,13900,13900,0
173717336,"Túi Hộp Vải Lưới Đựng Đồ Lót, Tất Vớ Nhiều Ngăn - Khay Xếp Chia Ô Đựng Đồ Để Tủ Quần Áo Tiện Ích",12619.0,CATAN shop,OEM,Tủ,276.0,80,26000,26000,0
57284183,"Đèn Bàn LED Kẹp Đầu Giường Đọc Sách Chống Cận Pin Sạc, Điều Chỉnh Được Độ Sáng - Nhiều Màu",97441.0,Luckky Shop,OEM,Đèn khác,922.0,237,132000,132000,0
96180139,Chân đàn Organ/ Piano đa năng - Kzm Kurtzman STX1 - Dáng chữ X đơn - Màu đen - Hàng chính hãng,174653.0,KZM KURTZMAN OFFICIAL STORE,Kzm Kurtzman,Phụ kiện nhạc cụ khác,606.0,881,155000,100000,35
181222919,"Ghế nhựa ghế đẩu ghế đòn thấp nhựa Đại Đồng Tiến sử dụng trong nhà tắm, nhà bếp, dùng cho em bé nhiều màu sắc để lựa chọn",43332.0,Laviefoods,Đại Đồng Tiến,Bàn ghế các loại,232.0,70,39000,39000,0
196150307,[Quà Tặng] 2 Bình Nước Caro Thể Thao Có Dây Quai Mang Đi,224679.0,TD Electrical Supermarket,OEM,Bình đựng nước,131.0,126,99000,99000,0
113558706,"Khăn lau tay, lau đầu, lau thiết bị, lau bếp KT 30*50cm mềm mịn, thấm nước cực tốt",196730.0,Shop Khăn Spa,OEM,Root,536.0,91,9900,9900,0
177292097,Củ hoa loa kèn | lan huệ | huệ tây nhiều màu,256912.0,Flower Diary,OEM,Nhà Cửa - Đời Sống,252.0,19,45000,45000,0
199036961,Chảo inox Tefal Primary dùng cho mọi loại bếp- Hàng chính hãng,121435.0,Tefal Official Store - Chính hãng,Tefal,Chảo các loại,96.0,289,479000,289000,40
196670862,HOA LAN HỒ ĐIỆP ĐẠI ĐÃ CÓ NGỒNG,192483.0,Quỳnh Nga shop,OEM,Nhà Cửa - Đời Sống,125.0,44,59000,59000,0
191822621,Gối Foam Contour Doona Sofy Cấu Trúc Lượn Sóng Nâng Đỡ Định Hình Xương Cổ Và Đầu Hoàn Hảo,9596.0,Vua Nệm Official Store,Doona,Gối các loại,167.0,206,600000,309000,49
199593599,Kệ Sách Hình Cây Để Sàn,48574.0,IGEA Nội Thất Thông Minh,IGA,Nhà Cửa - Đời Sống,91.0,2137,259000,246000,5
162250528,"Bộ Dụng Cụ Sửa Chữa Đa Năng 116 Chi Tiết Deli Cao Cấp Chính Hãng - Sử Dụng Nhiều Mục Đích, An Toàn, TIện Lợi - DL5973",47548.0,Nhà sách Chi An,Deli,Bộ dụng cụ đa năng,323.0,0,1315000,1315000,0
203185106,"Nồi Áp Suất Bí Ngô Thông Minh Nồi Hầm 4in1 Đa Năng 8L , Hầm Gà, Cháo - Nồi Chiên, Xào, Nấu Lẩu, Nấu Cơm - Tặng Kèm Xửng Hấp - Chính Hãng MINIIN",134678.0,Smarthome29,MINIIN,Nồi các loại,68.0,84,199000,176400,11
73464817,"Kệ gia vị dán tường dài 30/40/50cm sơn đen tĩnh điện Vando chính hãng - kèm keo chuyên dụng kệ treo tường bằng thép carbon không gỉ, siêu chịu lực 30kg",157549.0,Vando Official Store,VANDO,Kệ nhà bếp,764.0,2151,139000,79000,43
35906533,Combo 6 hộp đựng giày nhựa cứng trong suốt,107004.0,Dolare,OEM,Tủ,1183.0,26,177000,177000,0
53970712,Bàn Trang Điểm Ngồi Bệt Thông Minh Gương Gập Tiện Ích,48574.0,IGEA Nội Thất Thông Minh,IGA,Nhà Cửa - Đời Sống,972.0,796,294000,280000,5
2039747,Bộ Nồi Inox 3 Đáy Sunhouse SH334,182530.0,GIADUNG TẤN PHÁT,Sunhouse,Nhà Cửa - Đời Sống,1713.0,2,498000,498000,0
144203367,Bộ túi hộp cơm thủy tinh Lock&Lock 3EA LLG428S2,1.0,Tiki Trading,LocknLock,Hộp đựng thực phẩm,403.0,292,726000,352000,52
155630325,"Vòi hoa sen tăng áp dẫn động bằng cánh quạt xoay 360 độ, vòi sen tăng áp Nhật Bản áp lực cao, tiết kiệm nước",19580.0,AIZA,OEM,Root,364.0,74,65000,65000,0
189491948,"Kệ gia vị, Kệ đựng gia vị nhà bếp, Kệ gia vị đa năng",287124.0,Minhsmart Shop,OEM,Kệ nhà bếp,183.0,72,250000,250000,0
143752087,Kệ Sách Để Bàn Phong Cách Nordic Thương Hiệu IGA - GP176,48574.0,IGEA Nội Thất Thông Minh,IGA,"Tủ, kệ sách",405.0,179,258000,245000,5
19920919,Bật Lửa Mồi Lửa Bếp Gas Bếp Cồn An Toàn (Màu Sắc Ngẫu Nhiên),76796.0,Vietstore24h,OEM,"Than, cồn & Dụng cụ mồi lửa",1302.0,64,16400,16400,0
451856,Cáp nối dài Điện Quang ĐQ EPF 5W.2PN dây dài 5m (Giao màu ngẫu nhiên),51365.0,ABMA VIỆT NAM,Điện Quang,"Ổ cắm, ổn áp, biến áp",,0,60900,60900,0
72527242,"Kệ Nhà Tắm Thông Minh OENON Dán Tường, Giá Treo Bàn Trải Đánh Răng, Bán Kèm Hộp Nhả Kem Đánh Răng Tự Động",72734.0,OENON,OENON,Kệ nhà tắm,786.0,474,300000,159000,47
192303236,Kìm bấm cúc áo kèm túi 100 cúc,6351.0,Siêu Thị Linh Kiện,OEM,Kềm & Dũa các loại,163.0,0,34999,34999,0
113182491,RÈM CỬA SIÊU ĐẸP-SIÊU RẺ RÈM CỬA SỔ MỘT MÀU HIỆN ĐẠI TRẺ TRUNG MAY ĐẸP CẨN THẬN,204611.0,Xưởng Rèm Trang Trần,OEM,Root,539.0,419,70000,70000,0
17487178,Bộ tưới cây tự động 20 đầu cắm phun 8 tia kèm van nước hẹn giờ,34902.0,CÔNG NGHỆ PHUN TƯỚI,OEM,Vòi nước và phụ kiện tưới cây,1316.0,208,345000,345000,0
212872101,Túi Chống nước bọc điện thoại di động squishyshop664,320802.0,Thế giới đồ chơi 99,OEM,Root,8.0,0,12000,12000,0
176309243,Lô túi rác tiện dụng Inochi - Soji 4 x 25L có quai,276984.0,Inochi Official Store,Inochi,Root,258.0,75,79000,59250,25
176805022,Combo 3 lọ Phân Kích thích ra rễ cực mạnh N7M - lọ 100gr,29614.0,Yêu Phong Lan,OEM,Phân bón,221.0,66,39000,39000,0
163827070,Combo 2 hộp chia ngăn sắp xếp quần áo phong cách Nhật Bản VINAVU,17480.0,Ghế Nam Việt,OEM,Tủ,317.0,116,190000,190000,0
51044868,"Vòi sen tăng áp, bát sen tắm inox 304 KAMA PK03, vòi nước tăng áp, bát sen tăng áp inox 304, bề mặt inox 304 nguyên bản, không rỉ sét, vòi sen tắm tăng áp lực nước",62143.0,CỬA HÀNG CHÍNH THỨC CỦA KAMA,Kama,Vòi nước các loại,1014.0,211,180000,180000,0
169919224,"Kệ Để Kem Đánh Răng & Bàn Chải, Tặng Kèm Cốc - Kệ Nhà Tắm Dán Tường Thông Minh - Giá Treo Bàn Chải Đánh Răng Kiêm Để Đồ & Úp Cốc - Giao Màu Ngẫu Nhiên [HÀNG CHÍNH HÃNG]",76589.0,TITANSTORE,ENCOVINA,Kệ nhà tắm,293.0,201,180000,121200,33
21582013,Bộ Bịt Mắt Ngủ 3D Tặng Kèm Bịt Tai Chống Ồn Màu Ngẫu Nhiên,9612.0,AUCOSTA,OEM,Nhà Cửa - Đời Sống,1280.0,1700,39000,29000,26
698608,Bộ Hộp Nhựa Lock&Lock Classic 6EA HPL818SHP,195742.0,Điện Máy Vymart,LocknLock,Nhà Cửa - Đời Sống,2018.0,20,400000,279000,30
109260690,"Pin 23A - 12V ALKALINE  dùng cho chuông cửa, điều khiển cửa cuốn,",198166.0,Phụ Kiện Duy Châu,OEM,"Pin tiểu, pin sạc",538.0,82,7000,7000,0
69226574,Combo 10 viên pin CR2032 Maxell Nhật Bản,20367.0,VI TÍNH NAM TRUNG HẢI,Maxell,Nhà Cửa - Đời Sống,819.0,74,36900,34100,8
192258425,Thảm Chùi Chân 4 Lớp Siêu Thấm Hút Nhiều Hoa Văn Độc Đáo,17480.0,Ghế Nam Việt,NAVIVU,Thảm chùi chân,164.0,165,79000,79000,0
205113484,Phụ kiện trang trí Giáng sinh kiểu vòng có chữ Merry Christmas,256609.0,SUNADO STORE,OEM,Trang trí nhà cửa khác,55.0,11,41000,41000,0
141202414,"Dây treo Giáng sinh, cờ treo trang trí Noel, cây thông, Merry Christmas dài 3m",222844.0,Củ Tấm HomeDecor,OEM,Trang trí nhà cửa khác,413.0,32,75400,75400,0
159785716,"Màng bọc thực phẩm an toàn tiện lợi. Đạt chứng chỉ ISO 9001, JAS-ANZ",120063.0,Quốc Dân Thịnh Vượng,Titapha,"Màng nhôm, giấy bạc bọc thực phẩm",349.0,3,64000,64000,0
